Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2015255012,7-year and older mares,7.75,7.77,2024,Pera,Gröf,2520,Brúnstjörnótt,IS2007156418,17,Viti,Kagaðarhóli,IS2002265133,3,Stelpa,Steinkoti
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2018225726,6-year old mares,7.73,8.04,2024,Áttund,Stafholti,2510,Brúnskjótt,IS2010125727,1,Sæþór,Stafholti,IS2007225726,1,Mirra,Stafholti
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2018288326,6-year old mares,7.73,7.58,2024,Sæld,Syðra-Langholti,3500,,IS2010186505,1,Ópall,Miðási,IS2008286298,1,Gleði,Kaldbak
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2016277790,7-year and older mares,7.72,8.04,2024,Fjöður,Hofi I,1540,Rauðtvístjörnótt.,IS2009135006,23,Ölnir,Akranesi,IS2009277788,2,Aldís,Hofi I
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2018256112,6-year old mares,7.71,7.84,2024,Hátign,Hofi,1600,Dreyrrauð.,IS2009101044,37,Skaginn,Skipaskaga,IS2008256111,1,Vigur,Hofi
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2018256080,6-year old mares,7.7,7.82,2024,Gló,Hvammi 2,2100,Glóbrúnn,IS2010156416,4,Akur,Kagaðarhóli,IS2008256070,2,Fjóla,Hvammi 2
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2016287043,7-year and older mares,7.68,7.98,2024,Kolka,Hvammi,2200,Móbrún.,IS2004156286,32,Kiljan,Steinnesi,IS2004287043,1,Rökkvadís,Hvammi
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2017225197,7-year and older mares,7.67,7.72,2024,Vorsól,Mosfellsbæ,6640,"Bleikálótt, tvístjörnótt.",IS2010157668,2,Glaumur,Geirmundarstöðum,IS1999284587,1,Von,Lækjarbakka
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2019238100,5-year old mares,7.64,7.93,2024,Öxi,Hvammi,2215,"Móbrúnskjótt, tvístjörnótt m. ægishjálm í báðum augum.",IS2013157651,6,Sigur,Stóra-Vatnsskarði,IS2006238590,2,Vala,Hvammi
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2018186218,6-year old stallions,7.62,7.89,2024,Léttir,Þverholti,3700,Dökkjarpur.,IS2014186681,6,Viðar,Skeiðvöllum,IS2008258661,1,Lind,Þverá II
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2017188720,7-year and older stallions,7.47,7.74,2024,Skjóni,Ormsstöðum,2500,,IS2007182575,7,Hákon,Ragnheiðarstöðum,IS2000258610,1,Silja,Flugumýri
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2019237959,5-year old mares,7.31,7.54,2024,Álfaborg,Haukatungu Syðri 1,3500,,IS2015187660,2,Svartálfur,Syðri-Gegnishólum,IS2002237959,1,Mynd,Haukatungu Syðri 1
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2012286453,7-year and older mares,7.3,7.54,2024,Iðunn,Ægissíðu 4,2240,Móbrún tvístjörnótt.,IS2007188342,2,Hrani,Hruna,IS1992286380,2,Hvöt,Ægissíðu 4
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2012249460,7-year and older mares,7.27,7.37,2024,Kóróna,Miðhúsum,4500,Leirljós,IS2004137340,1,Uggi,Bergi,IS1991235976,1,Alda,Kollslæk
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2019275237,5-year old mares,7.23,7.45,2024,Melrós,Aðalbóli,200,"Fædd brún, verður grá",IS2005157994,16,Óskasteinn,Íbishóli,IS2005275301,1,Þjóðhátíð,Melum
"Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí.",IS2015236415,7-year and older mares,7.18,7.17,2024,Frygg,Lundum II,2520,Brúnstjörnótt,IS2000135815,8,Sólon,Skáney,IS1998286664,1,Litla-Jörp,Bjalla
Margaretehof höst,DK2018100710,6-year old stallions,8.25,8.33,2024,Arður,Gavnholt,2500,,IS2006186644,5,Grímur,Efsta-Seli,IS1998275273,2,Andrá,Eyrarlandi
Margaretehof höst,SE2015170346,7-year and older stallions,8.13,8.15,2024,Hero,Hammarby,2500,Svart,IS2004125115,2,Gumi,Dallandi,IS1997286931,1,Hilda,Árbæ
Margaretehof höst,DK2018200472,6-year old mares,8.08,8.43,2024,Árelía,Dronninggård,6600,,IS2003188470,5,Hnokki,Fellskoti,DK2010200608,2,Ástrós,Pegasus
Margaretehof höst,DK2015200536,7-year and older mares,8.02,8.06,2024,Rakel,Bakkeholm,2520,,DE2007184952,1,Spóliant,Lipperthof,DK2011200336,1,Rauðhetta,Bakkeholm
Margaretehof höst,IS2019101492,5-year old stallions,7.89,7.91,2024,Úlfar,Hvítu Villunni,2230,"Brúnn, nösóttur",IS2009157780,3,Nói,Saurbæ,IS1996286107,3,Festing,Kirkjubæ
Margaretehof höst,SE2019222011,5-year old mares,7.89,7.87,2024,Una,Vinkärgård,120,"Skimmel, född fux",IS2008125045,2,Hrói,Flekkudal,DK2006207014,2,Tibrá,Vinkærgård
Margaretehof höst,SE2017215900,7-year and older mares,7.86,8.19,2024,Fríða,Stenholmen,2500,Svart,SE2009110329,8,Viking,Österåker,SE2001200869,1,Freyja,Stenholmen
Margaretehof höst,IS2010256291,7-year and older mares,7.85,8.18,2024,Hekla,Steinnesi,1500,Rauð,IS2004157063,1,Roði,Garði,IS2002256286,3,Katla,Steinnesi
Margaretehof höst,DK2015200191,7-year and older mares,7.75,7.83,2024,Mánastjarna,Bendstrup,7510,,IS2001187660,12,Álfasteinn,Selfossi,DK2005205451,6,Minning,Bendstrup
Margaretehof höst,SE2016270828,7-year and older mares,7.75,7.87,2024,Ófeig,Viarpshult,2520,Svart med stjärn,SE2000109433,2,Ægir,Skeppargården,SE2001200085,1,Oddrún,Viarpshult
Margaretehof höst,SE2019222026,5-year old mares,7.69,7.76,2024,Fríða,Stall Vitavillan,3600,Mörkbrun,IS2011101166,4,Þorlákur,Prestsbæ,SE2006206010,1,Grímkatla,Stall Vitavillan
Margaretehof höst,IS2017201491,7-year and older mares,7.68,7.98,2024,Lilja,Hvítu Villunni,4550,Leirljósblesótt,IS2011101166,4,Þorlákur,Prestsbæ,IS2006257004,1,Röskva,Sauðárkróki
Margaretehof höst,SE2019123001,5-year old stallions,7.67,7.96,2024,Galdur,Sundabakka,2510,Svartskäck,SE2009110329,8,Viking,Österåker,SE2001202364,2,Gráskjóna,Lönneberga
Margaretehof höst,SE2019215011,5-year old mares,7.67,7.87,2024,Alma,Stenholmen,2240,Bleksvart,IS2007187660,6,Álffinnur,Syðri-Gegnishólum,SE2004203755,2,Rás,Stenholmen
Margaretehof höst,SE2016170515,7-year and older stallions,7.66,7.94,2024,Haraldur,Stenholmen,3510,Brunskäck,IS2006182570,6,Herjólfur,Ragnheiðarstöðum,SE2004203755,2,Rás,Stenholmen
Margaretehof höst,SE2018222010,6-year old mares,7.61,7.72,2024,Gleði,Hagstad,720,"Skimmel, född musblack",IS2008125045,2,Hrói,Flekkudal,SE2005204629,1,Disa,Eskeryd
Margaretehof höst,DK2018100511,6-year old stallions,7.58,7.78,2024,Dans,Ulbæk,2500,,IS2013182793,2,Atlas,Selfossi,IS2001286134,1,Diljá,Ármóti
Margaretehof höst,SE2018222037,6-year old mares,7.52,7.79,2024,Iðja,Ringhult,6600,Ljusbrunblack,IS2000125300,2,Bragi,Kópavogi,SE2012204792,1,Ásdís,Annas Minne
Margaretehof höst,DK2017200658,7-year and older mares,7.5,7.75,2024,Ólafía,Bendstrup,1720,,DK2009100461,4,Tívar,Moselundgård,DK2005205451,6,Minning,Bendstrup
Margaretehof höst,IS2018264487,6-year old mares,7.38,7.64,2024,Ösp,Efri-Rauðalæk,2510,Brúnskjótt,IS1998186906,2,Þristur,Feti,IS1997265860,2,Framtíð,Bringu
Margaretehof höst,SE2020222023,4-year old mares,6.96,7.12,2024,Harpa,Helgagården,1810,Rödskimmelskäck.,SE2014106331,4,Sörli,Skáneyland,SE2015207213,1,Hetta,Helgagården
Margaretehof höst,SE2020222031,4-year old mares,6.94,7.06,2024,Herta,Helgagården,2500,Svart,SE2000100742,1,Gymir,Kvarnbacka gård,SE2005205533,1,Hera,Kvarnbacka
Margaretehof,SE2020122002,4-year old stallions,8.36,8.33,2024,Stáli,Skáneyland,2500,Svart,SE2014106331,4,Sörli,Skáneyland,SE2002202008,2,Hrísla,Skáneyland
Margaretehof,DK2018100574,6-year old stallions,8.24,8.24,2024,Kólumbus,Teland,2500,,IS2013156107,2,Kleó,Hofi,IS2003287054,1,Sögn,Auðsholtshjáleigu
Margaretehof,SE2015270055,7-year and older mares,8.22,8.2,2024,Vatnadís,Noastallet,6600,Brunblack,SE2007107134,4,Vaki,Österåker,SE2006206440,1,Isold,Hestwite
Margaretehof,SE2018122907,6-year old stallions,8.15,8.51,2024,Váli,Vinkärgård,6600,Brunblack,SE2013105896,1,Vinningur,Skeppargården,DK2004204382,1,Saga,Vinkærgård
Margaretehof,SE2017222890,7-year and older mares,8.11,7.96,2024,Tindra,Vinkärgård,2500,Svart,SE2000109433,2,Ægir,Skeppargården,DK2006207014,2,Tibrá,Vinkærgård
Margaretehof,DK2018200019,6-year old mares,8,7.94,2024,Kantata,Teland,3500,,IS2002187662,10,Álfur,Selfossi,IS2000284974,1,Sonnetta,Lynghaga
Margaretehof,SE2017222910,7-year and older mares,8,8.06,2024,Sif,Skáneyland,1800,Fux konstantskimmel,SE2014106331,4,Sörli,Skáneyland,SE2005205083,1,Vísa,Skáneyland
Margaretehof,IS2018255120,6-year old mares,7.92,7.95,2024,Oktavía,Lækjamóti II,3500,Jörp,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS2006255105,1,Návist,Lækjamóti
Margaretehof,IS2016255109,7-year and older mares,7.91,7.9,2024,Varða,Lækjamóti,7500,Móálótt,IS2006158620,28,Hrannar,Flugumýri II,IS2010255109,1,Vík,Lækjamóti
Margaretehof,IS2016201492,7-year and older mares,7.89,7.97,2024,Freyja,Hvítu Villunni,1550,Rauðblesótt,IS2011101166,4,Þorlákur,Prestsbæ,IS2000257780,2,Hending,Saurbæ
Margaretehof,SE2019113005,5-year old stallions,7.89,7.97,2024,Dyggur,Stummelbol,3540,Brun med stjärn och snopp.,IS2013136520,2,Björn,Svignaskarði,IS1998287849,1,Sif,Kálfhóli 2
Margaretehof,IS2016201491,7-year and older mares,7.79,7.83,2024,Sunna,Hvítu Villunni,1550,Rauðblesótt,IS2011101166,4,Þorlákur,Prestsbæ,IS1996286107,3,Festing,Kirkjubæ
Margaretehof,SE2019222006,5-year old mares,7.76,7.84,2024,Lúna,Skáneyland,8600,Silversvart,SE2014106331,4,Sörli,Skáneyland,SE2002202008,2,Hrísla,Skáneyland
Margaretehof,IS2016284085,7-year and older mares,7.75,7.71,2024,Mörk,Eylandi,1501,Rauð- glófext,IS2011187105,50,Draupnir,Stuðlum,IS2001281763,2,Viðja,Meiri-Tungu 3
Margaretehof,SE2018122997,6-year old stallions,7.7,7.98,2024,Loki,Dahlgården,2520,Svart med stjärnämne,SE2013105381,1,Keilir,Svanberga,IS1997284946,1,Rót,Vindási
Margaretehof,DK2017200458,7-year and older mares,7.59,7.87,2024,Nikólína,Teland,7520,,IS1995184968,2,Jarl,Miðkrika,NO2010210311,1,Alísa,Teland
Margaretehof,SE2019123001,5-year old stallions,7.55,7.82,2024,Galdur,Sundabakka,2510,Svartskäck,SE2009110329,8,Viking,Österåker,SE2001202364,2,Gráskjóna,Lönneberga
Margaretehof,IS2013281981,7-year and older mares,7.48,7.76,2024,Ófelía,Vakurstöðum,1520,Rauðstjörnótt,IS2008187115,1,Sæmundur,Vesturkoti,IS1998281976,1,List,Vakurstöðum
Margaretehof,SE2016170959,7-year and older stallions,7.44,7.63,2024,Atli,Tegarne,2200,Bleksvart,SE2013105280,1,Vísir,Tavelsjö,DK1995208235,1,Litla-Stjarna,Ahl
Margaretehof,DK2014200123,7-year and older mares,7.21,7.43,2024,Ára,Solhem,7500,,IS2002187806,1,Kramsi,Blesastöðum 1A,IS1999284555,1,Fjóla,Þúfu í Landeyjum
Margaretehof,IS2019101492,5-year old stallions,7.17,7.35,2024,Úlfar,Hvítu Villunni,2230,"Brúnn, nösóttur",IS2009157780,3,Nói,Saurbæ,IS1996286107,3,Festing,Kirkjubæ
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019101041,5-year old stallions,8.86,8.92,2024,Hrókur,Skipaskaga,3500,,IS2014101050,8,Eldjárn,Skipaskaga,IS2007201045,5,Viska,Skipaskaga
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017281420,7-year and older mares,8.85,8.72,2024,Hildur,Fákshólum,1520,Rauðstjörnótt,IS2009135006,23,Ölnir,Akranesi,IS2010236751,6,Gnýpa,Leirulæk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017281813,7-year and older mares,8.82,8.82,2024,Aþena,Þjóðólfshaga 1,2240,"Móbrún, tvístjörnótt.",IS2007184162,91,Skýr,Skálakoti,IS2006201042,2,Arna,Skipaskaga
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019187322,5-year old stallions,8.81,8.91,2024,Safír,Laugardælum,6440,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2012287320,2,Skart,Laugardælum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2011258623,7-year and older mares,8.79,8.71,2024,Nóta,Flugumýri II,6420,fífilbleik stjörnótt,IS2005125038,6,Blysfari,Fremra-Hálsi,IS1997258609,2,Smella,Flugumýri
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019267150,5-year old mares,8.78,8.84,2024,Arney,Ytra-Álandi,3500,,IS2007184162,91,Skýr,Skálakoti,IS2008281828,2,Erla,Skák
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2016284675,7-year and older mares,8.73,8.7,2024,Myrra,Álfhólum,2500,Brún.,IS2010156107,25,Konsert,Hofi,IS1998284673,3,Móeiður,Álfhólum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018182573,6-year old stallions,8.72,9.15,2024,Húni,Ragnheiðarstöðum,6420,Bleikur/fífill stjörnótt glófextur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS1997258874,4,Hending,Úlfsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017287494,7-year and older mares,8.72,8.76,2024,Fjöður,Syðri-Gróf 1,3500,,IS2011187105,50,Draupnir,Stuðlum,IS2006287494,2,Trú,Syðri-Gróf 1
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018135715,6-year old stallions,8.71,9.13,2024,Hrafn,Oddsstöðum I,2700,brúnn,IS2007156418,17,Viti,Kagaðarhóli,IS2008235717,2,Elding,Oddsstöðum I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019281514,5-year old mares,8.67,8.71,2024,Nóta,Sumarliðabæ 2,620,"Grá, fædd bleikálótt, stjörnótt.",IS2006187114,32,Spuni,Vesturkoti,IS2011235262,4,Flauta,Einhamri 2
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017156296,7-year and older stallions,8.66,8.91,2024,Drangur,Steinnesi,1722,,IS2011187105,50,Draupnir,Stuðlum,IS2004256287,2,Ólga,Steinnesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017201035,7-year and older mares,8.64,8.55,2024,Kamma,Margrétarhofi,3700,Dökkjörp,IS2006187114,32,Spuni,Vesturkoti,IS2010267169,3,Harpa,Gunnarsstöðum I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018166202,6-year old stallions,8.64,8.72,2024,Hervir,Torfunesi,2500,,IS2013166214,4,Þór,Torfunesi,IS2001266211,2,Myrkva,Torfunesi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019136750,5-year old stallions,8.63,8.65,2024,Þórskýr,Leirulæk,2200,Móbrúnn.,IS2007184162,91,Skýr,Skálakoti,IS2004236754,3,Þórdís,Leirulæk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017287800,7-year and older mares,8.62,8.58,2024,Ísbjörg,Blesastöðum 1A,8300,,IS2006187114,32,Spuni,Vesturkoti,IS2002288501,2,Blábjörg,Torfastöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018187052,6-year old stallions,8.61,8.67,2024,Hljómur,Auðsholtshjáleigu,6600,Bleikálóttur,IS2010177270,5,Organisti,Horni I,IS2003287018,5,Tíbrá,Auðsholtshjáleigu
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018157802,6-year old stallions,8.61,8.86,2024,Náttfari,Varmalæk,2510,Brúnskjóttur,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2006257806,4,Nótt,Varmalæk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018157298,6-year old stallions,8.61,9.05,2024,Hulinn,Breiðstöðum,2700,,IS2012188095,52,Kveikur,Stangarlæk 1,IS2005257298,2,Díana,Breiðstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018164069,6-year old stallions,8.61,8.55,2024,Valíant,Garðshorni á Þelamörk,2520,Brúnstjörnóttur,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2004245037,2,Mánadís,Hríshóli 1
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2013182591,7-year and older stallions,8.6,8.48,2024,Jökull,Breiðholti í Flóa,900,Grár,IS1994166620,2,Huginn,Haga I,IS1996258713,2,Gunnvör,Miðsitju
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018101038,6-year old stallions,8.59,8.78,2024,Agnar,Margrétarhofi,1500,Rauður,IS2009135006,23,Ölnir,Akranesi,IS2011264068,4,Garún,Garðshorni á Þelamörk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017287546,7-year and older mares,8.59,8.65,2024,Díva,Kvíarhóli,2500,Brún,IS2007184162,91,Skýr,Skálakoti,IS2005235537,3,Birta,Mið-Fossum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018158169,6-year old stallions,8.59,8.67,2024,Grímar,Þúfum,3300,,IS2013158161,6,Sólon,Þúfum,IS2008258166,2,Grýla,Þúfum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017135591,7-year and older stallions,8.57,8.63,2024,Tindur,Árdal,1600,Dökkrauður,IS2010180716,14,Ljósvaki,Valstrýtu,IS2008235591,3,Þruma,Árdal
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018188591,6-year old stallions,8.57,8.64,2024,Skugga-Sveinn,Austurhlíð 2,2500,Brúnn,IS2006158620,28,Hrannar,Flugumýri II,IS2006287420,2,Ör,Langsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019282573,5-year old mares,8.55,8.53,2024,Hetja,Ragnheiðarstöðum,2500,Brún,IS2012181608,51,Þráinn,Flagbjarnarholti,IS1997258874,4,Hending,Úlfsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018125228,6-year old stallions,8.55,8.6,2024,Þórshamar,Reykjavík,3400,Rauðjarpur,IS2009125226,2,Reginn,Reykjavík,IS2006276429,2,Bót,Reyðarfirði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017125110,7-year and older stallions,8.54,8.49,2024,Guttormur,Dallandi,2500,,IS2006187114,32,Spuni,Vesturkoti,IS2006225109,6,Gróska,Dallandi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019287150,5-year old mares,8.54,8.5,2024,Rakel,Kvíarhóli,2500,Brún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2003258035,2,Eyvör,Langhúsum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017187902,7-year and older stallions,8.54,8.48,2024,Glampi,Skeiðháholti,1521,"Rauðstjörnóttur, glófextur.",IS2011187105,50,Draupnir,Stuðlum,IS2004287903,2,Hrefna,Skeiðháholti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017180693,7-year and older stallions,8.53,8.49,2024,Hjartasteinn,Hrístjörn,1520,Rauðstjörnóttur,IS2007184162,91,Skýr,Skálakoti,IS2007284173,2,Sál,Fornusöndum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018181604,6-year old stallions,8.53,8.94,2024,Svarti-Skuggi,Pulu,2700,Svartur,IS2010156418,4,Vegur,Kagaðarhóli,IS2011281603,2,Sóldís,Pulu
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018186733,6-year old stallions,8.52,8.48,2024,Gauti,Vöðlum,7500,Móálóttur,IS2009185070,3,Glaður,Prestsbakka,IS1997235719,5,Nótt,Oddsstöðum I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018277787,6-year old mares,8.52,8.48,2024,Hetja,Hofi I,6400,,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2006277791,3,Gifting,Hofi I
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017281512,7-year and older mares,8.52,8.41,2024,Mjallhvít,Sumarliðabæ 2,2500,Brún,IS1998187002,12,Stáli,Kjarri,IS2005281811,3,Þyrnirós,Þjóðólfshaga 1
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019281512,5-year old mares,8.52,8.52,2024,Líf,Sumarliðabæ 2,1550,Rauðblesótt,IS2007184162,91,Skýr,Skálakoti,IS2004286137,2,Sál,Ármóti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019201856,5-year old mares,8.51,8.45,2024,Ramóna,Heljardal,2120,Glóbrún stjörnótt,IS2011187105,50,Draupnir,Stuðlum,IS2001258596,3,Auður,Hofi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017157368,7-year and older stallions,8.5,8.44,2024,Suðri,Varmalandi,2700,Svartur.,IS1996186060,7,Grunur,Oddhóli,IS2003258713,3,Gjálp,Miðsitju
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018255122,6-year old mares,8.5,8.53,2024,Olga,Lækjamóti II,1250,Ljósrauðblesótt.,IS2007184162,91,Skýr,Skálakoti,IS2010255102,2,Hafdís,Lækjamóti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017182122,7-year and older stallions,8.49,8.39,2024,Stardal,Stíghúsi,1514,"Rauðskjóttur, hringeygður h. og v.",IS2009187660,7,Álfarinn,Syðri-Gegnishólum,IS2007276177,3,Álöf,Ketilsstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018284011,6-year old mares,8.49,8.55,2024,Nótt,Ytri-Skógum,2500,Brún,IS2011187105,50,Draupnir,Stuðlum,IS1998284011,2,Gná,Ytri-Skógum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018281901,6-year old mares,8.49,8.55,2024,Edda,Rauðalæk,1521,,IS2004156286,32,Kiljan,Steinnesi,IS2004286905,2,Elísa,Feti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2016101046,7-year and older stallions,8.47,8.45,2024,Skyggnir,Skipaskaga,1520,Rauðstjörnóttur,IS2007184162,91,Skýr,Skálakoti,IS2004235026,3,Skynjun,Skipaskaga
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018282798,6-year old mares,8.47,8.35,2024,Ýr,Selfossi,7500,Móálótt,IS2004156286,32,Kiljan,Steinnesi,IS2004286135,3,Eik,Ármóti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018236750,6-year old mares,8.46,8.28,2024,Væta,Leirulæk,6420,,IS2010156107,25,Konsert,Hofi,IS2010236751,6,Gnýpa,Leirulæk
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2016284651,7-year and older mares,8.46,8.54,2024,Móeiður,Vestra-Fíflholti,7500,Móálótt,IS2006186178,2,Penni,Eystra-Fróðholti,IS2003284652,6,Varða,Vestra-Fíflholti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019280611,5-year old mares,8.46,8.47,2024,Skálmöld,Hemlu II,6640,"Bleikálótt, tvístjörnótt.",IS2007184162,91,Skýr,Skálakoti,IS2003225413,3,Bjarndís,Hafnarfirði
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019156813,5-year old stallions,8.46,8.47,2024,Bylur,Geitaskarði,100,Grár,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2005286913,2,Rauðsey,Feti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018280719,6-year old mares,8.46,8.86,2024,Valbjörk,Valstrýtu,1500,Rauð,IS2010180716,14,Ljósvaki,Valstrýtu,IS2002288471,2,Snót,Fellskoti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017188670,7-year and older stallions,8.45,8.43,2024,Ottesen,Ljósafossi,2500,Brúnn,IS2002136409,5,Auður,Lundum II,IS2001282206,4,Sunna-Rós,Úlfljótsvatni
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018286901,6-year old mares,8.44,8.47,2024,Villimey,Feti,3540,Jarptvístjörnótt,IS2007184162,91,Skýr,Skálakoti,IS2006286914,4,Kreppa,Feti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2016184553,7-year and older stallions,8.44,8.42,2024,Sóli,Þúfu í Landeyjum,3500,Jarpur,IS2000135815,8,Sólon,Skáney,IS2002284551,4,Þöll,Þúfu í Landeyjum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018101486,6-year old stallions,8.44,8.44,2024,Viktor,Skör,7200,Móálóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2003287015,3,Vár,Auðsholtshjáleigu
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018265105,6-year old mares,8.44,8.5,2024,Ímynd,Litla-Dal,7200,,IS2012137485,10,Sægrímur,Bergi,IS2007265101,3,Mynd,Litla-Dal
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019237484,5-year old mares,8.44,8.48,2024,Blíða,Bergi,2500,Brún,IS2007184162,91,Skýr,Skálakoti,IS2009237336,2,Rót,Bergi
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019257320,5-year old mares,8.44,8.86,2024,Senía,Breiðstöðum,2500,Brún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2013257297,2,Manía,Breiðstöðum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018255106,6-year old mares,8.44,8.43,2024,Þrá,Lækjamóti,2700,Svarbrún,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2000255105,2,Rán,Lækjamóti
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2017265860,7-year and older mares,8.44,8.43,2024,Þula,Bringu,2500,,IS2013165291,3,Bátur,Brúnum,IS1998265860,2,Freisting,Bringu
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2018186667,6-year old stallions,8.43,8.48,2024,Rökkvi,Heysholti,2500,Brúnn,IS2007186992,16,Jarl,Árbæjarhjáleigu II,IS2005286810,2,Nína,Lækjarbotnum
"Landsmót hestamanna 2024, Víðidal í Reykjavík",IS2019184938,5-year old stallions,8.42,8.46,2024,Helnuminn,Skíðbakka 1A,2700,Dökkbrúnn / Svartur,IS2012188095,52,Kveikur,Stangarlæk 1,IS2000257257,3,Tinna,Kimbastöðum
