Name of the show,FEIF ID,Age & Gender,Total,Total w/o pace,Year of a show,Name,Name of the farm (stud),Colour code,Colour,Sire´s FEIF ID,Sire Freq,Name,Name of the farm (stud),Dam´s FEIF ID,Dam Freq,Name,Name of the farm (stud)
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2017282115,7-year and older mares,8.24,8.28,2024,Valkyrja,Vindási,6450,,IS2005125038,6,Blysfari,Fremra-Hálsi,IS2009287624,5,Sif,Akurgerði II
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2015282771,7-year and older mares,8.23,8.33,2024,Kolskör,Lækjarbakka 2,2200,,IS2006158620,28,Hrannar,Flugumýri II,IS1994258629,4,Sif,Flugumýri II
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016281819,7-year and older mares,8.23,8.18,2024,Eldey,Þjóðólfshaga 1,1501,Rauðglófext,IS2009101044,37,Skaginn,Skipaskaga,IS2004281815,1,Glæða,Þjóðólfshaga 1
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020188560,4-year old stallions,8.2,8.24,2024,Svartskeggur,Kjarnholtum I,2500,Brúnn,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS1995288566,8,Hera,Kjarnholtum I
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018236672,6-year old mares,8.18,8.08,2024,Pilla,Borgarnesi,2500,Brún,IS2014137485,1,Öngull,Bergi,IS2013236671,1,Alda,Borgarnesi
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2017182581,7-year and older stallions,8.16,8.17,2024,Gýmir,Skúfslæk,2580,"Brúnn, nösóttur, með leist á vinstra afturfæti.",IS2006158620,28,Hrannar,Flugumýri II,IS2007255052,2,Gríma,Efri-Fitjum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2014288560,7-year and older mares,8.14,8.08,2024,Tromma,Kjarnholtum I,2500,Brún,IS2005135936,16,Trymbill,Stóra-Ási,IS1995288566,8,Hera,Kjarnholtum I
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2014281847,7-year and older mares,8.12,8.47,2024,Karítas,Þjóðólfshaga 1,3500,Jörp,IS2003176452,11,Kjerúlf,Kollaleiru,IS2003238908,2,Hekla,Búðardal
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018286481,6-year old mares,8.12,8.05,2024,Hátíð,Hábæ,1510,Rauðskjótt,IS2007182575,7,Hákon,Ragnheiðarstöðum,IS2004286420,2,Aría,Sigtúni
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018258956,6-year old mares,8.09,8.04,2024,Fiðla,Egilsá,6600,Bleikálótt,IS1999135519,6,Aðall,Nýjabæ,IS2003258701,1,Fregn,Miðsitju
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019188670,5-year old stallions,8.08,8.41,2024,Alex,Ljósafossi,1540,Rauðtvístjörnóttur,IS2012181900,13,Jökull,Rauðalæk,IS2001282206,4,Sunna-Rós,Úlfljótsvatni
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018137638,6-year old stallions,8.06,8.39,2024,Gnarr,Brautarholti,1240,Ljósrauðtvístjörnóttur,IS2009101044,37,Skaginn,Skipaskaga,IS1994284263,2,Ambátt,Kanastöðum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2017201555,7-year and older mares,8.05,8.4,2024,Dagrós,Dimmuborg,6620,,IS2012184667,15,Dagfari,Álfhólum,IS2000287040,2,Djásn,Reykjakoti
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019280466,5-year old mares,8.05,8.39,2024,Dís,Eystri-Hól,3500,Jörp,IS2014187804,13,Útherji,Blesastöðum 1A,IS2006286902,2,Oktavía,Feti
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019284370,5-year old mares,8.05,8.06,2024,Heiður,Skíðbakka I,3520,Jarpstjörnótt,IS2014101486,6,Viðar,Skör,IS2007284368,1,Aría,Skíðbakka I
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018125291,6-year old stallions,8.04,8.04,2024,Silfurtoppur,Reykjavík,200,"Grár, fæddur brúnn",IS2005135936,16,Trymbill,Stóra-Ási,IS2010225292,2,Stjarna,Reykjavík
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018125326,6-year old stallions,8.03,8.08,2024,Runi,Reykjavík,1520,Rauðstjörnóttur,IS2013186003,3,Þór,Stóra-Hofi,IS1999284945,2,Sandra,Markaskarði
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016281813,7-year and older mares,8.02,8.35,2024,Bjarkey,Þjóðólfshaga 1,7500,Móálótt,IS2011181811,4,Skugga-Sveinn,Þjóðólfshaga 1,IS1997257343,2,Bjalla,Hafsteinsstöðum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016286001,7-year and older mares,8,7.94,2024,Dalía,Stóra-Hofi,3500,Jörp,IS1997186183,9,Sær,Bakkakoti,IS1998286009,2,Ösp,Stóra-Hofi
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020284668,4-year old mares,7.93,8.26,2024,Melrós,Álfhólum,3580,"Jarpstjörnótt, leistótt v. aftur.",IS2008166207,4,Ljúfur,Torfunesi,IS1996284669,1,Þyrnirós,Álfhólum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016282771,7-year and older mares,7.91,8.02,2024,Krauma,Lækjarbakka 2,2510,Brúnskjótt,IS2006158620,28,Hrannar,Flugumýri II,IS1994258629,4,Sif,Flugumýri II
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019280467,5-year old mares,7.9,8.23,2024,Lilja,Eystri-Hól,2590,"Brúnblesótt, sokkótt.",IS2009158510,4,Lexus,Vatnsleysu,IS2005258510,4,Liba,Vatnsleysu
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018225590,6-year old mares,7.89,8.21,2024,Silvía,Seltjarnarnesi,2700,,IS2006165794,6,Krókur,Ytra-Dalsgerði,IS2010256957,3,Skvísa,Skagaströnd
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018235412,6-year old mares,7.86,7.87,2024,Víóla,Sómastöðum,2220,,IS2000135815,8,Sólon,Skáney,IS2004256956,1,Fiðla,Skagaströnd
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020238297,4-year old mares,7.84,7.82,2024,Huld,Sauðafelli,2515,Brúnn skjótt-höttótt með ægishjálm,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2007238296,2,Hnota,Sauðafelli
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019257802,5-year old mares,7.79,8.09,2024,Dimma,Varmalæk,2700,Brún/dökk/sv.,IS2014157808,1,Kolbeinn,Varmalæk,IS2006257806,4,Nótt,Varmalæk
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020235592,4-year old mares,7.77,7.83,2024,Elding,Árdal,1500,Rauð,IS2014186903,12,Fenrir,Feti,IS2008235591,3,Þruma,Árdal
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016181390,7-year and older stallions,7.77,7.72,2024,Viktor,Efri-Hömrum,2700,Svartur,IS2007156418,17,Viti,Kagaðarhóli,IS2008281390,2,Ása,Efri-Hömrum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018257814,6-year old mares,7.69,7.98,2024,Askja,Varmalæk,2500,Brún,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2009257800,2,Kveðja,Varmalæk
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020236438,4-year old mares,7.67,7.78,2024,Álfadís,Stafholtsveggjum,3500,Jörp,IS2012184667,15,Dagfari,Álfhólum,IS2011236437,2,Sandra,Stafholtsveggjum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2020165074,4-year old stallions,7.65,7.78,2024,Nói,Jarðbrú,6600,,IS2014165338,3,Tumi,Jarðbrú,IS2007265075,1,Björt,Syðra-Garðshorni
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018201671,6-year old mares,7.57,7.74,2024,Rispa,Báru,6450,Bleikblesótt,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS1995267140,2,Blíða,Flögu
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018284717,6-year old mares,7.55,7.85,2024,Glódís,Brekkum,2200,Móbrún,IS2009186430,1,Háfeti,Hákoti,IS2004284717,1,Brá,Brekkum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2019287290,5-year old mares,7.54,7.65,2024,Kleif,Tóftum,2700,Svört,IS2008187654,2,Krókus,Dalbæ,IS2004287290,1,Þruma,Tóftum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2016235701,7-year and older mares,7.49,7.77,2024,Fluga,Gullberastöðum,1220,Ljósrauðstjörnótt,IS2012157517,1,Lávarður,Syðra-Skörðugili,IS1994235700,1,Eir,Gullberastöðum
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018280468,6-year old mares,7.46,7.72,2024,Selja,Eystri-Hól,1540,,IS2007184162,91,Skýr,Skálakoti,IS2006258502,2,Eik,Vatnsleysu
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018225056,6-year old mares,7.38,7.5,2024,Sólskríkja,Miðdal,320,"Fædd ljósjörp, stjörnótt.",IS2011188819,3,Trausti,Þóroddsstöðum,IS2005225056,2,Ská,Miðdal
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2018286405,6-year old mares,7.27,7.38,2024,Hamingja,Hala,1515,"Rauðskjótt, breiðblesótt, ægishjálmur h. og v.",IS2007182575,7,Hákon,Ragnheiðarstöðum,IS2009286411,1,Tendra,Hala
"Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní.",IS2012282587,7-year and older mares,6.89,6.95,2024,Krafla,Vatnsholti 2,3500,Jörp,IS2001186915,1,Vilmundur,Feti,IS2001265221,1,Tara,Búlandi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017281420,7-year and older mares,8.91,8.8,2024,Hildur,Fákshólum,1520,Rauðstjörnótt,IS2009135006,23,Ölnir,Akranesi,IS2010236751,6,Gnýpa,Leirulæk
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017188670,7-year and older stallions,8.71,8.68,2024,Ottesen,Ljósafossi,2500,Brúnn,IS2002136409,5,Auður,Lundum II,IS2001282206,4,Sunna-Rós,Úlfljótsvatni
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019187322,5-year old stallions,8.69,8.77,2024,Safír,Laugardælum,6440,,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2012287320,2,Skart,Laugardælum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2011258623,7-year and older mares,8.68,8.63,2024,Nóta,Flugumýri II,6420,fífilbleik stjörnótt,IS2005125038,6,Blysfari,Fremra-Hálsi,IS1997258609,2,Smella,Flugumýri
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017287494,7-year and older mares,8.64,8.6,2024,Fjöður,Syðri-Gróf 1,3500,,IS2011187105,50,Draupnir,Stuðlum,IS2006287494,2,Trú,Syðri-Gróf 1
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017187902,7-year and older stallions,8.6,8.62,2024,Glampi,Skeiðháholti,1521,"Rauðstjörnóttur, glófextur.",IS2011187105,50,Draupnir,Stuðlum,IS2004287903,2,Hrefna,Skeiðháholti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019287150,5-year old mares,8.54,8.56,2024,Rakel,Kvíarhóli,2500,Brún,IS2012188095,52,Kveikur,Stangarlæk 1,IS2003258035,2,Eyvör,Langhúsum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2016284651,7-year and older mares,8.53,8.75,2024,Móeiður,Vestra-Fíflholti,7500,Móálótt,IS2006186178,2,Penni,Eystra-Fróðholti,IS2003284652,6,Varða,Vestra-Fíflholti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017286184,7-year and older mares,8.53,8.49,2024,Gletta,Eystra-Fróðholti,2500,Brún,IS1997186183,9,Sær,Bakkakoti,IS1995286176,3,Gletta,Bakkakoti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018182573,6-year old stallions,8.52,8.91,2024,Húni,Ragnheiðarstöðum,6420,Bleikur/fífill stjörnótt glófextur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS1997258874,4,Hending,Úlfsstöðum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017281818,7-year and older mares,8.52,8.82,2024,Auður,Þjóðólfshaga 1,6400,Fífilbleik.,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2001225045,2,Æsa,Flekkudal
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019284981,5-year old mares,8.52,8.53,2024,Vala,Vindási,1501,Rauðglófext,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2006284987,2,Gjöf,Vindási
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017180693,7-year and older stallions,8.51,8.46,2024,Hjartasteinn,Hrístjörn,1520,Rauðstjörnóttur,IS2007184162,91,Skýr,Skálakoti,IS2007284173,2,Sál,Fornusöndum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017156296,7-year and older stallions,8.51,8.91,2024,Drangur,Steinnesi,1722,,IS2011187105,50,Draupnir,Stuðlum,IS2004256287,2,Ólga,Steinnesi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018101486,6-year old stallions,8.5,8.52,2024,Viktor,Skör,7200,Móálóttur,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS2003287015,3,Vár,Auðsholtshjáleigu
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018186733,6-year old stallions,8.49,8.44,2024,Gauti,Vöðlum,7500,Móálóttur,IS2009185070,3,Glaður,Prestsbakka,IS1997235719,5,Nótt,Oddsstöðum I
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017287547,7-year and older mares,8.49,8.55,2024,Sylvía,Kvíarhóli,7520,"Móálótt, stjörnótt.",IS2010156107,25,Konsert,Hofi,IS2006235538,1,Fríð,Mið-Fossum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018182122,6-year old stallions,8.48,8.88,2024,Steinn,Stíghúsi,2510,"Brúnskjóttur, tvístjörnóttur.",IS2009188691,8,Vökull,Efri-Brú,IS2007276177,3,Álöf,Ketilsstöðum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019164227,5-year old stallions,8.47,8.59,2024,Fenrir,Finnastöðum,3400,Rauðjarpur,IS2012181608,51,Þráinn,Flagbjarnarholti,IS2008265228,3,Aþena,Akureyri
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018156285,6-year old stallions,8.45,8.33,2024,Kaspar,Steinnesi,1550,Rauðblesóttur,IS2007186992,16,Jarl,Árbæjarhjáleigu II,IS2005256293,3,Kolfinna,Steinnesi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019282745,5-year old mares,8.45,8.34,2024,Hraundís,Selfossi,1510,"Rauðskjótt, blesótt.",IS2014101486,6,Viðar,Skör,IS2005287262,2,Hafdís,Hólum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2016235536,7-year and older mares,8.44,8.42,2024,Fiðla,Mið-Fossum,3500,Jörp,IS2010182570,20,Herkúles,Ragnheiðarstöðum,IS2007235536,1,Eva,Mið-Fossum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019281514,5-year old mares,8.41,8.59,2024,Nóta,Sumarliðabæ 2,620,"Grá, fædd bleikálótt, stjörnótt.",IS2006187114,32,Spuni,Vesturkoti,IS2011235262,4,Flauta,Einhamri 2
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017188804,7-year and older stallions,8.4,8.32,2024,Léttir,Þóroddsstöðum,2700,Dökkbrúnn,IS2008186002,5,Nói,Stóra-Hofi,IS2012288801,5,Fjöður,Þóroddsstöðum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017282799,7-year and older mares,8.4,8.39,2024,Dagbjört,Selfossi,7500,Móálótt,IS2013187660,59,Álfaklettur,Syðri-Gegnishólum,IS1994287115,1,Diljá,Hveragerði
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018281901,6-year old mares,8.39,8.55,2024,Edda,Rauðalæk,1521,,IS2004156286,32,Kiljan,Steinnesi,IS2004286905,2,Elísa,Feti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019155052,5-year old stallions,8.38,8.35,2024,Hreggviður,Efri-Fitjum,200,Grár,IS2014158843,2,Berserkur,Miðsitju,IS2003256500,5,Hrina,Blönduósi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019102006,5-year old stallions,8.38,8.48,2024,Karl,Kráku,2500,Brúnn,IS2014101486,6,Viðar,Skör,IS2006282567,4,Sunna,Dverghamri
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020284872,4-year old mares,8.38,8.76,2024,Dama,Hjarðartúni,1240,"Ljósrauðtvístjörnótt/þrístjörnótt, ljósfext.",IS2007184162,91,Skýr,Skálakoti,IS2001225421,3,Dögg,"Breiðholti, Gbr."
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019280611,5-year old mares,8.38,8.43,2024,Skálmöld,Hemlu II,6640,"Bleikálótt, tvístjörnótt.",IS2007184162,91,Skýr,Skálakoti,IS2003225413,3,Bjarndís,Hafnarfirði
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020265636,4-year old mares,8.37,8.4,2024,Gullbrá,Grund II,1623,Dreyrrauðstjörnótt m. vagl í vinstra auga.,IS2015184975,6,Pensill,Hvolsvelli,IS2007265630,5,Grund,Grund II
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017255054,7-year and older mares,8.36,8.74,2024,Hátíð,Efri-Fitjum,200,"Grá, fædd brún",IS2009188691,8,Vökull,Efri-Brú,IS2003256500,5,Hrina,Blönduósi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019184938,5-year old stallions,8.36,8.4,2024,Helnuminn,Skíðbakka 1A,2700,Dökkbrúnn / Svartur,IS2012188095,52,Kveikur,Stangarlæk 1,IS2000257257,3,Tinna,Kimbastöðum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018288464,6-year old mares,8.34,8.33,2024,Eyja,Haukadal 2,3500,Jörp.,IS2012184667,15,Dagfari,Álfhólum,IS2006258509,2,Djásn,Vatnsleysu
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018285020,6-year old mares,8.33,8.71,2024,Hringhenda,Geirlandi,1550,Rauðblesótt,IS2009167169,14,Hringur,Gunnarsstöðum I,IS2007284672,3,Eldglóð,Álfhólum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019286184,5-year old mares,8.33,8.38,2024,Sparta,Eystra-Fróðholti,3400,Rauðjörp,IS2011188560,6,Rauðskeggur,Kjarnholtum I,IS2006286178,3,Spá,Eystra-Fróðholti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019281512,5-year old mares,8.32,8.46,2024,Líf,Sumarliðabæ 2,1550,Rauðblesótt,IS2007184162,91,Skýr,Skálakoti,IS2004286137,2,Sál,Ármóti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019184872,5-year old stallions,8.31,8.69,2024,Dani,Hjarðartúni,2700,Dökkbrúnn,IS2012188095,52,Kveikur,Stangarlæk 1,IS2001225421,3,Dögg,"Breiðholti, Gbr."
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018187142,6-year old stallions,8.31,8.33,2024,Tristan,Litlalandi,2500,Brúnn,IS2006158620,28,Hrannar,Flugumýri II,IS2003287142,3,Kría,Litlalandi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019265509,5-year old mares,8.3,8.69,2024,Gát,Höskuldsstöðum,2500,Brún,IS2014186903,12,Fenrir,Feti,IS2011264070,4,Gróska,Garðshorni á Þelamörk
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018284744,6-year old mares,8.3,8.23,2024,Pyttla,Strandarhöfði,6600,Bleikálótt,IS2011157593,1,Kaldi,Ytra-Vallholti,IS2001236447,1,Paradís,Brúarreykjum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018280381,6-year old mares,8.28,8.42,2024,Tign,Koltursey,2500,Brún,IS2012188158,15,Apollo,Haukholtum,IS2004281511,2,Hneta,Koltursey
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018286587,6-year old mares,8.27,8.3,2024,Hvelpa,Ásmundarstöðum 3,200,"Grá, fædd brún.",IS2012181900,13,Jökull,Rauðalæk,IS2000286944,3,Hvellhetta,Ásmundarstöðum
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019280711,5-year old mares,8.27,8.53,2024,Berlín,Barkarstöðum,1551,,IS2007184162,91,Skýr,Skálakoti,IS2007286906,2,Sigríður,Feti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017137486,7-year and older stallions,8.27,8.18,2024,Hrollur,Bergi,2500,Brúnn,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS2007237337,1,Blesa,Bergi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018284500,6-year old mares,8.26,8.24,2024,Gjöf,Skíðbakka III,300,"Grá, fædd jörp.",IS2012188158,15,Apollo,Haukholtum,IS1996284285,1,Gígja,Skíðbakka III
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019165600,5-year old stallions,8.24,8.45,2024,Hraunar,Hrafnagili,1500,,IS2004182712,10,Loki,Selfossi,IS2000258280,3,Sara,Víðinesi 2
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017165636,7-year and older stallions,8.24,8.44,2024,Bassi,Grund II,2500,Brúnn,IS2007186189,22,Arion,Eystra-Fróðholti,IS2005265630,2,Girnd,Grund II
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019287195,5-year old mares,8.23,8.6,2024,Vanadís,Bár,2220,,IS2007184162,91,Skýr,Skálakoti,IS2007287435,4,Tíbrá,Bár
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020281514,4-year old mares,8.22,8.36,2024,Ragna,Sumarliðabæ 2,120,"Grá, fædd rauðstjörnótt.",IS2011188560,6,Rauðskeggur,Kjarnholtum I,IS2011235262,4,Flauta,Einhamri 2
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2016101130,7-year and older stallions,8.22,8.06,2024,Tolli,Ólafsbergi,2544,"Brúntvístjörnóttur, hringeygur.",IS2009135006,23,Ölnir,Akranesi,IS1998257020,1,Teikning,Keldudal
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2017266018,7-year and older mares,8.21,8.6,2024,Bóel,Húsavík,2520,brúnstjörnótt,IS2007156418,17,Viti,Kagaðarhóli,IS2000266019,1,Dúsa,Húsavík
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019225709,5-year old mares,8.19,8.14,2024,Eik,Valhöll,1510,"Rauðskjótt, mjóblesótt.",IS2012181608,51,Þráinn,Flagbjarnarholti,IS2006225710,3,Embla,Valhöll
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020287571,4-year old mares,8.18,8.53,2024,Garún,Austurási,1550,Rauðblesótt,IS2014187804,13,Útherji,Blesastöðum 1A,IS2001287613,6,Ópera,Nýjabæ
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020256298,4-year old mares,8.17,8.08,2024,Óskastund,Steinnesi,3500,Jörp,IS2013164067,30,Adrían,Garðshorni á Þelamörk,IS2014256294,4,Óskadís,Steinnesi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2020235518,4-year old mares,8.17,8.2,2024,Brynja,Nýjabæ,2500,Brún,IS2015137725,8,Gljátoppur,Miðhrauni,IS2009235202,2,Gunnrún,Bæ 2
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019184501,5-year old stallions,8.16,8.17,2024,Kjarval,Skíðbakka III,1520,Rauðstjörnóttur,IS2004156286,32,Kiljan,Steinnesi,IS2001288900,2,Hetja,Efsta-Dal I
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018286188,6-year old mares,8.16,8.53,2024,Díana,Bakkakoti,2200,Móbrún,IS2007176176,5,Frami,Ketilsstöðum,IS2003286179,2,Brynja,Bakkakoti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018257687,6-year old mares,8.15,8.52,2024,Óskamey,Íbishóli,3500,Jörp,IS2005157994,16,Óskasteinn,Íbishóli,IS1999288296,3,Seyla,Efra-Langholti
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018249201,6-year old mares,8.14,8.11,2024,Staka,Bjarnarnesi,2500,,IS2009101044,37,Skaginn,Skipaskaga,IS2008249202,1,Stemma,Bjarnarnesi
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2018287547,6-year old mares,8.14,8.5,2024,Stilla,Kvíarhóli,2500,Brún,IS2001187053,11,Gaumur,Auðsholtshjáleigu,IS1998286691,1,Stemma,Holtsmúla 1
"Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní.",IS2019236132,5-year old mares,8.14,8.27,2024,Hátíð,Bjarnastöðum í Hvítársíðu,1550,,IS2014136131,1,Goði,Bjarnastöðum í Hvítársíðu,IS2006225460,1,Þoka,Sandgerði
